class_number,cluster_rep_sequence_accession,family_label_ncbi_2021,families_in_class_2021,family_label_ncbi_2023,sequences_per_class,sequences_percent,max_length,mean_length,std_length,kmers_per_class,kmers_percent,protein_description,protein_function_class,host,molecule_type,genus
619,NP_040552.1,Betaflexiviridae,Betaflexiviridae,Betaflexiviridae,89,0.00865971878293004,460.0,418.97,100.98,656,0.003,movement protein,Transport,Malus domestica,ssRNA(+),Trichovirus
620,NP_040184.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,88,0.008562418571885883,1310.0,1308.7,4.97,4484,0.023,ORF62,Replication-Transcription,Homo sapiens,dsDNA,Varicellovirus
621,QJE50381.2,Reoviridae,Reoviridae,Spinareoviridae,88,0.008562418571885883,894.0,733.98,36.84,1928,0.01,mu-2 protein,Structural-Envelope,Sus scrofa,dsRNA,Orthoreovirus
622,QVP25977.1,Flaviviridae,Flaviviridae,Flaviviridae,88,0.008562418571885883,810.0,669.93,194.46,1711,0.009,NS3-like protein,Other-Functions,Rhipicephalus microplus,ssRNA(+),Undefined genus
623,AQM37676.1,Orthomyxoviridae,Orthomyxoviridae,Orthomyxoviridae,88,0.008562418571885883,588.0,560.78,70.04,1192,0.006,acid polymerase,Replication-Transcription,Salmo salar,ssRNA(-),Isavirus
624,AKI23504.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,88,0.008562418571885883,437.0,424.31,17.35,583,0.003,envelope protein UL78,Structural-Envelope,Homo sapiens,dsDNA,Cytomegalovirus
625,YP_009351919.1,Flaviviridae,Flaviviridae,Flaviviridae,87,0.008465118360841725,783.0,408.63,139.25,605,0.003,putative membrane protein,Other-Functions,Rhipicephalus microplus,ssRNA(+),Undefined genus
626,QKN88800.1,Astroviridae,Astroviridae,Astroviridae,87,0.008465118360841725,771.0,641.26,108.15,1540,0.008,capsid protein,Structural-Envelope,Gallus gallus,ssRNA(+),Avastrovirus
627,YP_007417864.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,87,0.008465118360841725,595.0,537.45,89.65,1112,0.006,deoxyribonuclease,Other-Functions,Homo sapiens,dsDNA,Cytomegalovirus
628,YP_003933800.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,86,0.008367818149797568,1048.0,765.36,197.24,2119,0.011,BORF2-ribonucleotide reductase subunit,Replication-Transcription,Homo sapiens,dsDNA,Lymphocryptovirus
629,QPN36941.1,Flaviviridae,Flaviviridae,Flaviviridae,86,0.008367818149797568,1034.0,745.33,292.89,2047,0.011,NS5-like protein,Polyprotein,Rhipicephalus microplus,ssRNA(+),Undefined genus
630,NP_733869.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,86,0.008367818149797568,793.0,728.3,92.33,1920,0.01,hypothetical protein,Other-Functions,Homo sapiens,dsDNA,Lymphocryptovirus
631,ACG69815.1,Closteroviridae,Closteroviridae,Closteroviridae,85,0.008270517938753408,2807.0,1271.36,1023.83,4200,0.022,polyprotein,Polyprotein,Prunus avium,ssRNA(+),Velarivirus
632,YP_009448193.1,Totiviridae,Totiviridae,Totiviridae,85,0.008270517938753408,1608.0,801.46,276.23,2187,0.011,RNA-dependent RNA polymerase,Replication-Transcription,Zea mays,dsRNA,Totivirus
633,ATB53305.1,Peribunyaviridae,Peribunyaviridae,Peribunyaviridae,85,0.008270517938753408,1594.0,1068.49,611.69,3438,0.018,polyprotein,Polyprotein,Homo sapiens,ssRNA(-),Orthobunyavirus
634,ALQ28410.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,85,0.008270517938753408,789.0,688.48,23.19,1711,0.009,BALF3,Other-Functions,Homo sapiens,dsDNA,Lymphocryptovirus
635,YP_005296211.1,Poxviridae,Poxviridae,Poxviridae,85,0.008270517938753408,641.0,418.05,127.6,614,0.003,CPXV017 protein,Other-Functions,Homo sapiens,dsDNA,Orthopoxvirus
636,QFX66143.1,Parvoviridae,Parvoviridae,Parvoviridae,84,0.00817321772770925,723.0,579.93,192.59,1298,0.007,NS1,Non-structural,Sus scrofa,ssDNA(+/-),Chaphamaparvovirus
637,QED42836.1,Solemoviridae,Solemoviridae-Luteoviridae-Geminiviridae,Solemoviridae,84,0.00817321772770925,694.0,541.29,165.17,1100,0.006,P1,Other-Functions,Capsicum annuum,ssRNA(+),Polerovirus
638,AKN10675.1,Arenaviridae,Arenaviridae,Arenaviridae,84,0.00817321772770925,435.0,420.44,46.92,564,0.003,glycoprotein,Other-Functions,Boa constrictor,ssRNA(+/-),Reptarenavirus
639,YP_009164031.1,Flaviviridae,Flaviviridae,Flaviviridae,83,0.008075917516665093,3403.0,1143.96,1337.54,3698,0.019,polyprotein,Polyprotein,Culex tarsalis,ssRNA(+),Flavivirus
640,YP_224289.1,Caulimoviridae,Caulimoviridae,Caulimoviridae,83,0.008075917516665093,1869.0,474.75,577.72,1075,0.006,polyprotein,Other-Functions,Musa,dsDNA-RT,Badnavirus
641,YP_081613.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,83,0.008075917516665093,462.0,461.94,0.29,747,0.004,membrane protein US29,Structural-Envelope,Homo sapiens,dsDNA,Cytomegalovirus
642,YP_003199424.1,Reoviridae,Reoviridae,Spinareoviridae,83,0.008075917516665093,455.0,396.96,132.08,552,0.003,sigma 1,Cellular-Regulation,Sus scrofa,dsRNA,Orthoreovirus
643,YP_009054943.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,82,0.007978617305620937,878.0,805.74,160.7,2221,0.012,envelope glycoprotein H,Structural-Envelope,Homo sapiens,dsDNA,Varicellovirus
644,AFA26578.1,Papillomaviridae,Papillomaviridae,Papillomaviridae,82,0.007978617305620937,567.0,518.87,45.23,947,0.005,L2 protein,Other-Functions,Bos taurus,dsDNA,Xipapillomavirus
645,YP_138504.1,Paramyxoviridae,Paramyxoviridae,Paramyxoviridae,82,0.007978617305620937,543.0,469.73,137.09,852,0.004,nucleocapsid protein,Structural-Envelope,Homo sapiens,ssRNA(-),Orthorubulavirus
646,NP_620669.1,Virgaviridae,Virgaviridae,Virgaviridae,80,0.00778401688353262,1707.0,701.66,660.18,1780,0.009,RNA-dependent RNA polymerase,Replication-Transcription,Lamprocapnos spectabilis,ssRNA(+),Tobravirus
647,AHB63508.1,Coronaviridae,Coronaviridae,Coronaviridae,80,0.00778401688353262,1495.0,1021.46,357.23,2950,0.015,spike glycoprotein,Structural-Envelope,Meleagris gallopavo,ssRNA(+),Gammacoronavirus
648,YP_009506682.1,Iridoviridae,Iridoviridae,Iridoviridae,80,0.00778401688353262,975.0,918.9,154.78,2523,0.013,putative D5 family NTPase/ATPase,Replication-Transcription,Ambystoma tigrinum,dsDNA,Ranavirus
649,AFK83845.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,80,0.00778401688353262,793.0,649.99,124.51,1465,0.008,protein UL29,Other-Functions,Homo sapiens,dsDNA,Cytomegalovirus
650,YP_009268722.1,Poxviridae,Poxviridae,Poxviridae,80,0.00778401688353262,433.0,411.42,49.27,521,0.003,CPXV044 protein,Other-Functions,Homo sapiens,dsDNA,Orthopoxvirus
651,NP_058528.1,Phenuiviridae,Phenuiviridae,Phenuiviridae,79,0.007686716672488462,2925.0,2404.82,1064.83,8414,0.044,RNA polymerase,Replication-Transcription,Oryza sativa,ssRNA(-),Tenuivirus
652,QOQ52508.1,Picornaviridae,Picornaviridae,Picornaviridae,79,0.007686716672488462,2871.0,1291.13,1130.79,4202,0.022,polyprotein,Polyprotein,Gallus gallus,ssRNA(+),Sicinivirus
653,YP_009126942.1,Anelloviridae,Anelloviridae,Anelloviridae,79,0.007686716672488462,773.0,611.34,145.17,1273,0.007,ORF1,Other-Functions,Chlorocebus sabaeus,ssDNA(-),Alphatorquevirus
654,NP_116403.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,79,0.007686716672488462,588.0,550.19,60.58,1038,0.005,protein UL49,Other-Functions,Homo sapiens,dsDNA,Cytomegalovirus
655,QCY49501.1,Alphaflexiviridae,Alphaflexiviridae,Alphaflexiviridae,78,0.007589416461444305,1721.0,1019.59,672.86,2973,0.016,RNA-dependent RNA polymerase,Replication-Transcription,Hylocereus,ssRNA(+),Potexvirus
656,QMP82168.1,Orthomyxoviridae,Orthomyxoviridae-Peribunyaviridae,Orthomyxoviridae,78,0.007589416461444305,807.0,734.96,147.66,1754,0.009,polymerase PB1,Replication-Transcription,Culex tarsalis,ssRNA(-),Quaranjavirus
657,AMB65934.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,78,0.007589416461444305,578.0,489.56,10.5,786,0.004,UL42,Replication-Transcription,Homo sapiens,dsDNA,Simplexvirus
658,YP_009133264.1,Baculoviridae,Baculoviridae,Baculoviridae,77,0.007492116250400148,1308.0,1222.56,63.21,3593,0.019,helicase,Replication-Transcription,Chrysodeixis includens,dsDNA,Alphabaculovirus
659,QNU41088.1,Bromoviridae,Bromoviridae,Bromoviridae,77,0.007492116250400148,877.0,603.04,311.16,1362,0.007,RNA-dependent RNA polymerase,Replication-Transcription,Malus domestica,ssRNA(+),Ilarvirus
660,QQL09786.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,77,0.007492116250400148,635.0,601.05,15.23,1216,0.006,protein US26,Structural-Envelope,Homo sapiens,dsDNA,Cytomegalovirus
661,QYA72484.1,Secoviridae,Secoviridae,Secoviridae,76,0.007394816039355989,1641.0,544.78,557.27,1103,0.006,coat protein,Polyprotein,Betula pubescens,ssRNA(+),Nepovirus
662,QHJ68634.1,Reoviridae,Reoviridae,Sedoreoviridae,76,0.007394816039355989,965.0,880.05,208.99,2279,0.012,VP2,Other-Functions,Ovis aries,dsRNA,Orbivirus
663,AYQ58840.1,Reoviridae,Reoviridae,Spinareoviridae,76,0.007394816039355989,726.0,719.37,10.79,1663,0.009,mu-NS protein,Other-Functions,Sus scrofa,dsRNA,Orthoreovirus
664,CAA35430.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,76,0.007394816039355989,694.0,528.91,183.86,1096,0.006,protein UL31,Other-Functions,Homo sapiens,dsDNA,Cytomegalovirus
665,NP_612669.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,76,0.007394816039355989,682.0,656.32,2.99,1370,0.007,tegument protein UL25,Structural-Envelope,Homo sapiens,dsDNA,Cytomegalovirus
666,BAM36403.1,Partitiviridae,Partitiviridae,Partitiviridae,76,0.007394816039355989,647.0,533.76,128.26,966,0.005,RNA-dependent RNA polymerase,Replication-Transcription,Sarcosphaera coronaria,dsRNA,Alphapartitivirus
667,WP_016041377.1,Poxviridae,Poxviridae,Poxviridae,76,0.007394816039355989,569.0,419.05,193.7,676,0.004,CPXV215 protein,Hypothetical,Homo sapiens,dsDNA,Orthopoxvirus
668,QJI52022.1,Dicistroviridae,Dicistroviridae,Dicistroviridae,75,0.0072975158283118315,1773.0,724.52,657.92,1853,0.01,non-structural polyprotein,Hypothetical,Apis mellifera,ssRNA(+),Triatovirus
669,AZI72604.1,Arenaviridae,Arenaviridae,Arenaviridae,75,0.0072975158283118315,595.0,572.51,74.91,1077,0.006,nucleoprotein,Structural-Envelope,Boa constrictor,ssRNA(+/-),Reptarenavirus
670,AKG51195.1,Poxviridae,Poxviridae,Poxviridae,75,0.0072975158283118315,497.0,442.81,104.06,654,0.003,CPXV050 protein,Other-Functions,Homo sapiens,dsDNA,Orthopoxvirus
671,NP_647496.1,Togaviridae,Togaviridae,Togaviridae,74,0.007200215617267674,2601.0,1206.51,1184.56,3674,0.019,nonstructural protein P3,Non-structural,Salmo salar,ssRNA(+),Alphavirus
672,YP_003933788.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,74,0.007200215617267674,1157.0,1073.0,94.42,2923,0.015,helicase-primase primase subunit,Replication-Transcription,Homo sapiens,dsDNA,Varicellovirus
673,QWK51502.1,Closteroviridae,Closteroviridae,Closteroviridae,74,0.007200215617267674,565.0,542.69,11.96,909,0.005,heat shock protein 90,Stress-Response,Vitis vinifera,ssRNA(+),Ampelovirus
674,ACB32172.1,Poxviridae,Poxviridae-Baculoviridae-Phycodnaviridae,Poxviridae,74,0.007200215617267674,564.0,405.89,119.31,515,0.003,DNA photolyase,Replication-Transcription,Chrysodeixis includens,dsDNA,Alphabaculovirus
675,AYV82597.1,Mimiviridae,Mimiviridae,Mimiviridae,74,0.007200215617267674,517.0,417.47,81.29,503,0.003,chromosome condensation regulator,Regulation-Control,Undefined host,dsDNA,Undefined genus
676,QDZ58984.1,Phasmaviridae,Phasmaviridae-Peribunyaviridae,Phasmaviridae,73,0.007102915406223516,2223.0,1131.0,896.17,3225,0.017,RNA-dependent RNA polymerase,Replication-Transcription,Chaoborus americanus,ssRNA(-),Orthophasmavirus
677,YP_010086664.1,Baculoviridae,Baculoviridae,Baculoviridae,73,0.007102915406223516,1265.0,1180.77,203.93,3274,0.017,helicase,Replication-Transcription,Lymantria dispar,dsDNA,Alphabaculovirus
678,QFU18701.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,73,0.007102915406223516,1162.0,593.27,439.96,1319,0.007,ORF73,Other-Functions,Homo sapiens,dsDNA,Rhadinovirus
679,YP_006347710.1,Iridoviridae,Iridoviridae,Iridoviridae,73,0.007102915406223516,963.0,864.41,81.81,2098,0.011,hypothetical protein,Hypothetical,Ambystoma tigrinum,dsDNA,Ranavirus
680,AMB66099.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,73,0.007102915406223516,587.0,474.85,40.21,705,0.004,US3,Other-Functions,Homo sapiens,dsDNA,Simplexvirus
681,QEJ80026.1,Poxviridae,Poxviridae,Poxviridae,72,0.007005615195179358,2030.0,1906.5,333.33,5846,0.031,m134R,Other-Functions,Oryctolagus cuniculus,dsDNA,Leporipoxvirus
682,YP_164155.1,Iridoviridae,Iridoviridae,Iridoviridae,72,0.007005615195179358,970.0,888.06,196.45,2305,0.012,putative NTPase,Other-Functions,Ambystoma tigrinum,dsDNA,Ranavirus
683,YP_054419.1,Closteroviridae,Closteroviridae,Closteroviridae,72,0.007005615195179358,521.0,514.54,29.38,781,0.004,p60,Hypothetical,Solanum lycopersicum,ssRNA(+),Crinivirus
684,YP_004935369.1,Closteroviridae,Closteroviridae,Closteroviridae,71,0.0069083149841352,2860.0,895.37,827.29,2180,0.011,RNA-dependent RNA polymerase,Replication-Transcription,Vitis vinifera,ssRNA(+),Ampelovirus
685,QPB69979.1,Flaviviridae,Flaviviridae,Flaviviridae,71,0.0069083149841352,2849.0,1207.62,1189.74,3397,0.018,polyprotein,Polyprotein,Bos taurus,ssRNA(+),Hepacivirus
686,QJI52018.1,Dicistroviridae,Dicistroviridae,Dicistroviridae,71,0.0069083149841352,2113.0,1794.28,565.09,5347,0.028,nonstructural polyprotein,Non-structural,Apis mellifera,ssRNA(+),Cripavirus
687,ACN59473.1,Tombusviridae,Tombusviridae,Tombusviridae,71,0.0069083149841352,875.0,602.37,261.25,1205,0.006,replicase,Other-Functions,Cucurbitaceae,ssRNA(+),Gammacarmovirus
688,ARF10604.1,Mimiviridae,Mimiviridae-Phycodnaviridae,Mimiviridae,71,0.0069083149841352,838.0,451.08,110.96,612,0.003,hypothetical protein,Replication-Transcription,Ostreococcus sp. 'lucimarinus',dsDNA,Prasinovirus
689,QJQ80347.1,Closteroviridae,Closteroviridae,Closteroviridae,71,0.0069083149841352,486.0,452.97,95.41,643,0.003,Hsp90-like protein,Other-Functions,Vitis vinifera,ssRNA(+),Ampelovirus
690,AAA16739.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,70,0.006811014773091043,2078.0,2029.56,274.21,6074,0.032,U31,Structural-Envelope,Homo sapiens,dsDNA,Roseolovirus
691,NP_064163.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,70,0.006811014773091043,1281.0,1081.07,256.9,2784,0.015,single-stranded DNA-binding protein,Other-Functions,Homo sapiens,dsDNA,Roseolovirus
692,YP_009553226.1,Polyomaviridae,Polyomaviridae,Polyomaviridae,70,0.006811014773091043,681.0,585.96,152.12,1076,0.006,large T antigen,Other-Functions,Homo sapiens,dsDNA,Betapolyomavirus
693,QKE55041.1,Picornaviridae,Picornaviridae,Picornaviridae,69,0.0067137145620468856,2851.0,1501.93,1193.74,4269,0.022,polyprotein,Polyprotein,Gallus gallus,ssRNA(+),Megrivirus
694,AHJ80314.1,Betaflexiviridae,Betaflexiviridae,Betaflexiviridae,69,0.0067137145620468856,2039.0,1488.28,857.88,4282,0.022,replicase,Replication-Transcription,Prunus avium,ssRNA(+),Robigovirus
695,YP_081516.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,69,0.0067137145620468856,1235.0,1164.36,253.11,3013,0.016,single-stranded DNA-binding protein,Binding-Protein,Homo sapiens,dsDNA,Cytomegalovirus
696,QBG64657.1,Coronaviridae,Coronaviridae,Coronaviridae,69,0.0067137145620468856,1145.0,943.67,325.09,2410,0.013,spike glycoprotein,Structural-Envelope,Rhinolophus,ssRNA(+),Alphacoronavirus
697,AVI07320.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,69,0.0067137145620468856,871.0,743.52,244.74,1596,0.008,U11,Structural-Envelope,Homo sapiens,dsDNA,Roseolovirus
698,QBJ02241.1,Reoviridae,Reoviridae,Sedoreoviridae,69,0.0067137145620468856,769.0,697.93,145.94,1415,0.007,VP3,Other-Functions,Sus scrofa,dsRNA,Rotavirus
699,CAD53434.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,69,0.0067137145620468856,723.0,597.74,214.06,1157,0.006,helicase-primase subunit BBLF2/3,Replication-Transcription,Homo sapiens,dsDNA,Lymphocryptovirus
700,NP_835244.2,Closteroviridae,Closteroviridae,Closteroviridae,68,0.006616414351002728,3390.0,1548.72,1235.96,4191,0.022,polyprotein,Polyprotein,Vitis vinifera,ssRNA(+),Closterovirus
701,QXN75374.1,Mitoviridae,Mitoviridae,Mitoviridae,104,0.010119221948592407,887.0,526.36,251.39,1415,0.007,RNA-dependent RNA polymerase,Replication-Transcription,Gremmeniella abietina,ssRNA(+),Mitovirus
702,QRE02500.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,68,0.006616414351002728,699.0,367.1,211.55,580,0.003,ORF17,Structural-Envelope,Homo sapiens,dsDNA,Rhadinovirus
703,NP_689396.1,Closteroviridae,Closteroviridae,Closteroviridae,67,0.006519114139958569,2492.0,1480.97,893.37,3991,0.021,polyprotein,Polyprotein,Ipomoea batatas,ssRNA(+),Crinivirus
704,YP_002290968.1,Astroviridae,Astroviridae,Astroviridae,67,0.006519114139958569,756.0,408.04,236.76,513,0.003,capsid protein,Structural-Envelope,Homo sapiens,ssRNA(+),Mamastrovirus
705,QGR54273.1,Mimiviridae,Mimiviridae,Mimiviridae,67,0.006519114139958569,570.0,453.24,98.1,586,0.003,hypothetical protein,Other-Functions,Acanthamoeba castellanii,dsDNA,Mimivirus
706,YP_004894877.1,Mimiviridae,Mimiviridae,Mimiviridae,67,0.006519114139958569,563.0,510.75,98.36,763,0.004,putative serine/threonine-protein kinase,Other-Functions,Acanthamoeba castellanii,dsDNA,Mimivirus
707,YP_008686606.1,Rhabdoviridae,Rhabdoviridae,Rhabdoviridae,67,0.006519114139958569,531.0,522.87,17.86,766,0.004,glycoprotein,Glycoprotein,Anguilla anguilla,ssRNA(-),Perhabdovirus
708,QID92311.1,Rhabdoviridae,Rhabdoviridae,Rhabdoviridae,66,0.006421813928914412,2243.0,1235.53,901.53,3255,0.017,L protein,Replication-Transcription,Fragaria x ananassa,ssRNA(-),Cytorhabdovirus
709,AYN45100.1,Bromoviridae,Bromoviridae,Bromoviridae,66,0.006421813928914412,819.0,572.91,295.09,1071,0.006,RNA-dependent RNA polymerase,Replication-Transcription,Glycine max,ssRNA(+),Ilarvirus
710,YP_654637.1,Iridoviridae,Iridoviridae-Ascoviridae,Iridoviridae,66,0.006421813928914412,630.0,496.64,136.76,737,0.004,ribonucleoside-diphosphate reductase large subunit,Other-Functions,Pelophylax lessonae,dsDNA,Ranavirus
711,AYA49825.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,66,0.006421813928914412,611.0,581.86,103.67,1017,0.005,BRLF1,Replication-Transcription,Homo sapiens,dsDNA,Lymphocryptovirus
712,YP_009047155.1,Adenoviridae,Adenoviridae,Adenoviridae,65,0.006324513717870254,1341.0,1111.97,404.27,2730,0.014,DNA polymerase,Replication-Transcription,Gallus gallus,dsDNA,Aviadenovirus
713,YP_001040018.1,Secoviridae,Secoviridae,Secoviridae,65,0.006324513717870254,1198.0,471.71,446.43,810,0.004,polyprotein,Polyprotein,Solanum lycopersicum,ssRNA(+),Torradovirus
714,YP_009137476.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,65,0.006324513717870254,774.0,660.48,193.71,1255,0.007,U40,Other-Functions,Homo sapiens,dsDNA,Cytomegalovirus
715,YP_009508778.1,Parvoviridae,Parvoviridae,Parvoviridae,65,0.006324513717870254,768.0,490.51,250.96,824,0.004,nonstructural protein 1,Non-structural,Penaeus vannamei,ssDNA(+/-),Penstyldensovirus
716,ASQ42880.1,Iridoviridae,Iridoviridae,Iridoviridae,65,0.006324513717870254,623.0,595.18,56.13,994,0.005,hypothetical protein,Hypothetical,Ambystoma tigrinum,dsDNA,Ranavirus
717,QYF11865.1,Reoviridae,Reoviridae,Spinareoviridae,65,0.006324513717870254,512.0,500.51,65.0,693,0.004,VP56-structural,Structural-Envelope,Ctenopharyngodon idella,dsRNA,Aquareovirus
718,AAA16738.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,64,0.006227213506826096,1086.0,1000.48,161.16,2277,0.012,U30,Other-Functions,Homo sapiens,dsDNA,Roseolovirus
719,AKI79830.1,Mimiviridae,Mimiviridae-Phycodnaviridae,Mimiviridae,64,0.006227213506826096,885.0,521.72,204.71,868,0.005,putative ankyrin repeat protein,Other-Functions,Acanthamoeba castellanii,dsDNA,Mimivirus
720,YP_009507893.1,Phenuiviridae,Phenuiviridae,Phenuiviridae,64,0.006227213506826096,834.0,833.66,0.76,1728,0.009,NSvc2 protein,Other-Functions,Oryza sativa,ssRNA(-),Tenuivirus
721,AZY88493.1,Iridoviridae,Iridoviridae,Iridoviridae,64,0.006227213506826096,741.0,583.08,71.32,935,0.005,hypothetical protein,Hypothetical,Ambystoma tigrinum,dsDNA,Ranavirus
722,QXM27532.1,Astroviridae,Astroviridae,Astroviridae,64,0.006227213506826096,704.0,683.16,94.75,1284,0.007,capsid protein,Structural-Envelope,Anatidae,ssRNA(+),Avastrovirus
723,YP_164121.1,Iridoviridae,Iridoviridae,Iridoviridae,64,0.006227213506826096,566.0,470.8,180.71,714,0.004,hypothetical protein,Hypothetical,Pelophylax lessonae,dsDNA,Ranavirus
724,AEV80619.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,64,0.006227213506826096,565.0,540.34,76.66,835,0.004,tegument protein pp65,Other-Functions,Homo sapiens,dsDNA,Cytomegalovirus
725,YP_008658419.1,Reoviridae,Reoviridae,Sedoreoviridae,64,0.006227213506826096,557.0,544.84,54.87,819,0.004,NS1 protein,Other-Functions,Bos taurus,dsRNA,Orbivirus
726,AJR29292.1,Iridoviridae,Iridoviridae,Iridoviridae,63,0.006129913295781938,1005.0,953.92,102.29,2094,0.011,putative tyrosine kinase,Other-Functions,Ambystoma tigrinum,dsDNA,Ranavirus
727,YP_006347685.1,Iridoviridae,Iridoviridae,Iridoviridae,63,0.006129913295781938,758.0,605.89,135.4,1016,0.005,neurofilament triplet H1-like protein,Structural-Envelope,Ambystoma tigrinum,dsDNA,Ranavirus
728,YP_067997.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,63,0.006129913295781938,707.0,671.29,151.57,1314,0.007,BXLF2,Other-Functions,Homo sapiens,dsDNA,Lymphocryptovirus
729,NP_612679.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,63,0.006129913295781938,652.0,607.79,103.99,1040,0.005,tegument protein UL35,Structural-Envelope,Homo sapiens,dsDNA,Cytomegalovirus
